# X 	 Y 	 E

2.200000e-01	2.553109e-01	2.732343e-03
2.360000e-01	2.566558e-01	2.742449e-03
2.520000e-01	2.537866e-01	2.751810e-03
2.680000e-01	2.539069e-01	2.768105e-03
2.840000e-01	2.536922e-01	2.777244e-03
3.000000e-01	2.501304e-01	2.775003e-03
3.160000e-01	2.572084e-01	2.791854e-03
3.320000e-01	2.566488e-01	2.811184e-03
3.480000e-01	2.527370e-01	2.808160e-03
3.640000e-01	2.536354e-01	2.820872e-03
3.800000e-01	2.558324e-01	2.822555e-03
3.960000e-01	2.552622e-01	2.841409e-03
4.120000e-01	2.578448e-01	2.856971e-03
4.280000e-01	2.560082e-01	2.868125e-03
4.440000e-01	2.582949e-01	2.869973e-03
4.600000e-01	2.527493e-01	2.879552e-03
4.760000e-01	2.527322e-01	2.896328e-03
4.920000e-01	2.579867e-01	2.909169e-03
5.080000e-01	2.508580e-01	2.909312e-03
5.240000e-01	2.568536e-01	2.924417e-03
5.400000e-01	2.533619e-01	2.938808e-03
5.560000e-01	2.553490e-01	2.948266e-03
5.720000e-01	2.505427e-01	2.950671e-03
5.880000e-01	2.548762e-01	2.975596e-03
6.040000e-01	2.531253e-01	2.982909e-03
6.200000e-01	2.525149e-01	2.987477e-03
6.360000e-01	2.553397e-01	3.003522e-03
6.520000e-01	2.515396e-01	3.007357e-03
6.680000e-01	2.450260e-01	3.015749e-03
6.840000e-01	2.514361e-01	3.035178e-03
7.000000e-01	2.544102e-01	3.044032e-03
7.160000e-01	2.567071e-01	3.058486e-03
7.319999e-01	2.554751e-01	3.057876e-03
7.480000e-01	2.536083e-01	3.085064e-03
7.640000e-01	2.500314e-01	3.085544e-03
7.800000e-01	2.492423e-01	3.099769e-03
7.960000e-01	2.519186e-01	3.113309e-03
8.120000e-01	2.504038e-01	3.122772e-03
8.280000e-01	2.543138e-01	3.138556e-03
8.440000e-01	2.547046e-01	3.144236e-03
8.600000e-01	2.514823e-01	3.155774e-03
8.759999e-01	2.534732e-01	3.166086e-03
8.919999e-01	2.567057e-01	3.188619e-03
9.079999e-01	2.487830e-01	3.183686e-03
9.240000e-01	2.492039e-01	3.201466e-03
9.400000e-01	2.524280e-01	3.212579e-03
9.559999e-01	2.488460e-01	3.226058e-03
9.720000e-01	2.546588e-01	3.253185e-03
9.880000e-01	2.478814e-01	3.241686e-03
1.004000e+00	2.482586e-01	3.257277e-03
1.020000e+00	2.475759e-01	3.267239e-03
1.036000e+00	2.430379e-01	3.266572e-03
1.052000e+00	2.569575e-01	3.312979e-03
1.068000e+00	2.449259e-01	3.303820e-03
1.084000e+00	2.512961e-01	3.320165e-03
1.100000e+00	2.471307e-01	3.313813e-03
1.116000e+00	2.527711e-01	3.333880e-03
1.132000e+00	2.466837e-01	3.349913e-03
1.148000e+00	2.558463e-01	3.373757e-03
1.164000e+00	2.464488e-01	3.370906e-03
1.180000e+00	2.486359e-01	3.390507e-03
1.196000e+00	2.461989e-01	3.409781e-03
1.212000e+00	2.483874e-01	3.433230e-03
1.228000e+00	2.462819e-01	3.431031e-03
1.244000e+00	2.431505e-01	3.434503e-03
1.260000e+00	2.497671e-01	3.453139e-03
1.276000e+00	2.475328e-01	3.465657e-03
1.292000e+00	2.514400e-01	3.489335e-03
1.308000e+00	2.420372e-01	3.477594e-03
1.324000e+00	2.407237e-01	3.491583e-03
1.340000e+00	2.412189e-01	3.508184e-03
1.356000e+00	2.460547e-01	3.531487e-03
1.372000e+00	2.503890e-01	3.539441e-03
1.388000e+00	2.431700e-01	3.548467e-03
1.404000e+00	2.424853e-01	3.551691e-03
1.420000e+00	2.475061e-01	3.584435e-03
1.436000e+00	2.485355e-01	3.592219e-03
1.452000e+00	2.372079e-01	3.598414e-03
1.468000e+00	2.479251e-01	3.615334e-03
1.484000e+00	2.431930e-01	3.623846e-03
1.500000e+00	2.474916e-01	3.639203e-03
1.516000e+00	2.409362e-01	3.643887e-03
1.532000e+00	2.438048e-01	3.663632e-03
1.548000e+00	2.427824e-01	3.684495e-03
1.564000e+00	2.389662e-01	3.697829e-03
1.580000e+00	2.445070e-01	3.716334e-03
1.596000e+00	2.494616e-01	3.734911e-03
1.612000e+00	2.412486e-01	3.732454e-03
1.628000e+00	2.464234e-01	3.753692e-03
1.644000e+00	2.357162e-01	3.752055e-03
1.660000e+00	2.429822e-01	3.785107e-03
1.676000e+00	2.419063e-01	3.780316e-03
1.692000e+00	2.418197e-01	3.800407e-03
1.708000e+00	2.444854e-01	3.817609e-03
1.724000e+00	2.409793e-01	3.822409e-03
1.740000e+00	2.344321e-01	3.842658e-03
1.756000e+00	2.344729e-01	3.855015e-03
1.772000e+00	2.478231e-01	3.889345e-03
1.788000e+00	2.402861e-01	3.893601e-03
1.804000e+00	2.395650e-01	3.905213e-03
