# X 	 Y 	 E

1.120000e-01	-1.029752e-01	3.848600e-03
1.280000e-01	-1.001108e-01	3.836991e-03
1.440000e-01	-1.016466e-01	3.854018e-03
1.600000e-01	-9.586363e-02	3.865989e-03
1.760000e-01	-1.052678e-01	3.870154e-03
1.920000e-01	-1.013681e-01	3.888769e-03
2.080000e-01	-1.003901e-01	3.907859e-03
2.240000e-01	-1.024722e-01	3.917273e-03
2.400000e-01	-1.067197e-01	3.927023e-03
2.560000e-01	-1.075163e-01	3.949610e-03
2.720000e-01	-1.004721e-01	3.966957e-03
2.880000e-01	-8.913450e-02	3.961099e-03
3.040000e-01	-9.786376e-02	3.988091e-03
3.200000e-01	-1.062958e-01	4.008226e-03
3.360000e-01	-1.007463e-01	4.009326e-03
3.520000e-01	-1.061476e-01	4.044240e-03
3.680000e-01	-9.830839e-02	4.052487e-03
3.840000e-01	-9.722335e-02	4.056914e-03
4.000000e-01	-1.008285e-01	4.087239e-03
4.160000e-01	-9.967739e-02	4.098140e-03
4.320000e-01	-1.034483e-01	4.109203e-03
4.480000e-01	-9.972267e-02	4.120107e-03
4.640000e-01	-1.036908e-01	4.133861e-03
4.800000e-01	-9.979043e-02	4.148189e-03
4.960000e-01	-1.011984e-01	4.173662e-03
5.120000e-01	-1.095091e-01	4.197812e-03
5.280000e-01	-1.044468e-01	4.206898e-03
5.440000e-01	-1.053206e-01	4.220600e-03
5.600000e-01	-1.012555e-01	4.226674e-03
5.760000e-01	-1.076408e-01	4.244161e-03
5.920000e-01	-1.050115e-01	4.254671e-03
6.080000e-01	-1.055561e-01	4.281286e-03
6.240000e-01	-1.032017e-01	4.293889e-03
6.400000e-01	-1.070982e-01	4.310557e-03
6.560000e-01	-1.073553e-01	4.336724e-03
6.720000e-01	-1.100377e-01	4.336241e-03
6.880000e-01	-1.113688e-01	4.351285e-03
7.040000e-01	-1.037393e-01	4.373474e-03
7.200000e-01	-1.163206e-01	4.389773e-03
7.360000e-01	-1.042431e-01	4.395548e-03
7.520000e-01	-1.120119e-01	4.431632e-03
7.680000e-01	-1.188161e-01	4.449547e-03
7.840000e-01	-1.075218e-01	4.458320e-03
8.000000e-01	-1.029365e-01	4.471861e-03
8.160000e-01	-1.073606e-01	4.481597e-03
8.320000e-01	-1.079088e-01	4.509159e-03
8.480000e-01	-1.164847e-01	4.523092e-03
8.640000e-01	-1.028087e-01	4.543438e-03
8.800000e-01	-1.105154e-01	4.551038e-03
8.960000e-01	-1.221091e-01	4.588184e-03
9.120000e-01	-1.140912e-01	4.600007e-03
9.280000e-01	-1.045027e-01	4.604440e-03
9.440000e-01	-1.075743e-01	4.630116e-03
9.600000e-01	-1.115586e-01	4.656952e-03
9.760000e-01	-1.052878e-01	4.643095e-03
9.920000e-01	-1.111690e-01	4.687936e-03
1.008000e+00	-1.111734e-01	4.671186e-03
1.024000e+00	-1.182674e-01	4.695580e-03
1.040000e+00	-1.147714e-01	4.726594e-03
1.056000e+00	-1.213299e-01	4.720534e-03
1.072000e+00	-1.080008e-01	4.763581e-03
1.088000e+00	-1.208615e-01	4.756125e-03
1.104000e+00	-1.220002e-01	4.811636e-03
1.120000e+00	-1.109118e-01	4.824366e-03
1.136000e+00	-1.220730e-01	4.843549e-03
1.152000e+00	-1.129073e-01	4.843112e-03
1.168000e+00	-1.186885e-01	4.869942e-03
1.184000e+00	-1.275317e-01	4.903634e-03
1.200000e+00	-1.109889e-01	4.920840e-03
1.216000e+00	-1.187908e-01	4.924783e-03
1.232000e+00	-1.114862e-01	4.940648e-03
